seq,sub_seq,conference,year,Long / Short /Stud,author,title & author,section,src,# of sentence,,
835,,,,,"Kyunghwan Son, Daewoo Kim, Wan Ju Kang, David Earl Hostallero, Yung Yi",QTRAN: Learning to Factorize with Transformation for Cooperative Multi-Agent Reinforcement Learning,abstract,https://arxiv.org/abs/1905.05408v1,,,
836,,,,,"Gregory Palmer, Rahul Savani, Karl Tuyls",Negative Update Intervals in Deep Multi-Agent Reinforcement Learning,abstract,https://arxiv.org/abs/1809.05096v3,,,
837,,,,,"Gregory Palmer, Karl Tuyls, Daan Bloembergen, Rahul Savani",Lenient Multi-Agent Deep Reinforcement Learning,abstract,https://arxiv.org/abs/1707.04402v2,,,
838,,,,,"Jianhong Wang, Yuan Zhang, Tae-Kyun Kim, Yunjie Gu",Shapley Q-value: A Local Reward Approach to Solve Global Reward Games,abstract,https://arxiv.org/abs/1907.05707v2,,,
839,,,,,"Athanasios Vlontzos, Amir Alansary, Konstantinos Kamnitsas, Daniel Rueckert, Bernhard Kainz",Multiple Landmark Detection using Multi-Agent Reinforcement Learning,abstract,https://arxiv.org/abs/1907.00318v2,,,
840,,,,,"Emilio Parisotto, Soham Ghosh, Sai Bhargav Yalamanchi, Varsha Chinnaobireddy, Yuhuai Wu, Ruslan Salakhutdinov",Concurrent Meta Reinforcement Learning,abstract,https://arxiv.org/abs/1903.02710v1,,,
841,,,,,"El Mahdi El Mhamdi, Rachid Guerraoui, Alexandre Maurer, Vladislav Tempez",Learning to Gather without Communication,abstract,https://arxiv.org/abs/1802.07834v1,,,
842,,,,,Sanyam Kapoor,Multi-Agent Reinforcement Learning: A Report on Challenges and Approaches,abstract,https://arxiv.org/abs/1807.09427v1,,,
843,,,,,"Joel Z. Leibo, Julien Perolat, Edward Hughes, Steven Wheelwright, Adam H. Marblestone, Edgar Duéñez-Guzmán, Peter Sunehag, Iain Dunning, Thore Graepel",Malthusian Reinforcement Learning,abstract,https://arxiv.org/abs/1812.07019v2,,,
844,,,,,"Nestor Gonzalez Lopez, Yue Leire Erro Nuin, Elias Barba Moral, Lander Usategui San Juan, Alejandro Solano Rueda, Víctor Mayoral Vilches, Risto Kojcev","gym-gazebo2, a toolkit for reinforcement learning using ROS 2 and Gazebo",abstract,https://arxiv.org/abs/1903.06278v2,,,
845,,,,,"Emilio Parisotto, Jimmy Lei Ba, Ruslan Salakhutdinov",Actor-Mimic: Deep Multitask and Transfer Reinforcement Learning,abstract,https://arxiv.org/abs/1511.06342v4,,,
846,,,,,"Matthias Plappert, Marcin Andrychowicz, Alex Ray, Bob McGrew, Bowen Baker, Glenn Powell, Jonas Schneider, Josh Tobin, Maciek Chociej, Peter Welinder, Vikash Kumar, Wojciech Zaremba",Multi-Goal Reinforcement Learning: Challenging Robotics Environments and Request for Research,abstract,https://arxiv.org/abs/1802.09464v2,,,
847,,,,,"Sébastien Forestier, Yoan Mollard, Pierre-Yves Oudeyer",Intrinsically Motivated Goal Exploration Processes with Automatic Curriculum Learning,abstract,https://arxiv.org/abs/1708.02190v1,,,
848,,,,,"Rui Zhao, Xudong Sun, Volker Tresp",Maximum Entropy-Regularized Multi-Goal Reinforcement Learning,abstract,https://arxiv.org/abs/1905.08786v2,,,
849,,,,,"Oriol Vinyals, Timo Ewalds, Sergey Bartunov, Petko Georgiev, Alexander Sasha Vezhnevets, Michelle Yeo, Alireza Makhzani, Heinrich Küttler, John Agapiou, Julian Schrittwieser, John Quan, Stephen Gaffney, Stig Petersen, Karen Simonyan, Tom Schaul, Hado van Hasselt, David Silver, Timothy Lillicrap, Kevin Calderone, Paul Keet, Anthony Brunasso, David Lawrence, Anders Ekermo, Jacob Repp, Rodney Tsing",StarCraft II: A New Challenge for Reinforcement Learning,abstract,https://arxiv.org/abs/1708.04782v1,,,
850,,,,,"Yuandong Tian, Qucheng Gong, Wenling Shang, Yuxin Wu, C. Lawrence Zitnick","ELF: An Extensive, Lightweight and Flexible Research Platform for Real-time Strategy Games",abstract,https://arxiv.org/abs/1707.01067v2,,,
851,,,,,"Gabriel Synnaeve, Nantas Nardelli, Alex Auvolat, Soumith Chintala, Timothée Lacroix, Zeming Lin, Florian Richoux, Nicolas Usunier",TorchCraft: a Library for Machine Learning Research on Real-Time Strategy Games,abstract,https://arxiv.org/abs/1611.00625v2,,,
852,,,,,"Zeming Lin, Jonas Gehring, Vasil Khalidov, Gabriel Synnaeve",STARDATA: A StarCraft AI Research Dataset,abstract,https://arxiv.org/abs/1708.02139v1,,,
853,,,,,"Gabriel Synnaeve (LIG, LPPA), Pierre Bessiere (LPPA)",A Dataset for StarCraft AI \& an Example of Armies Clustering,abstract,https://arxiv.org/abs/1211.4552v1,,,
854,,,,,"Michal Šustr, Jan Malý, Michal Čertický",Multi-platform Version of StarCraft: Brood War in a Docker Container: Technical Report,abstract,https://arxiv.org/abs/1801.02193v1,,,
855,,,,,"Huikai Wu, Junge Zhang, Kaiqi Huang",MSC: A Dataset for Macro-Management in StarCraft II,abstract,https://arxiv.org/abs/1710.03131v2,,,
856,,,,,"Amanpreet Singh, Tushar Jain, Sainbayar Sukhbaatar",Learning when to Communicate at Scale in Multiagent Cooperative and Competitive Tasks,abstract,https://arxiv.org/abs/1812.09755v1,,,
857,,,,,"Peng Sun, Xinghai Sun, Lei Han, Jiechao Xiong, Qing Wang, Bo Li, Yang Zheng, Ji Liu, Yongsheng Liu, Han Liu, Tong Zhang",TStarBots: Defeating the Cheating Level Builtin AI in StarCraft II in the Full Game,abstract,https://arxiv.org/abs/1809.07193v3,,,
858,,,,,"Sijia Xu, Hongyu Kuang, Zhi Zhuang, Renjie Hu, Yang Liu, Huyang Sun",Macro action selection with deep reinforcement learning in StarCraft,abstract,https://arxiv.org/abs/1812.00336v3,,,
859,,,,,"Ruo-Ze Liu, Haifeng Guo, Xiaozhong Ji, Yang Yu, Zhen-Jia Pang, Zitai Xiao, Yuzhou Wu, Tong Lu",Efficient Reinforcement Learning with a Thought-Game for StarCraft,abstract,https://arxiv.org/abs/1903.00715v2,,,
860,,,,,"Gabriel Synnaeve, Zeming Lin, Jonas Gehring, Dan Gant, Vegard Mella, Vasil Khalidov, Nicolas Carion, Nicolas Usunier",Forward Modeling for Partial Observation Strategy Games - A StarCraft Defogger,abstract,https://arxiv.org/abs/1812.00054v1,,,
861,,,,,"Mykyta Viazovskyi, Michal Certicky",StarAlgo: A Squad Movement Planning Library for StarCraft using Monte Carlo Tree Search and Negamax,abstract,https://arxiv.org/abs/1812.11371v1,,,
862,,,,,"Kai Arulkumaran, Antoine Cully, Julian Togelius",AlphaStar: An Evolutionary Computation Perspective,abstract,https://arxiv.org/abs/1902.01724v3,,,
863,,,,,"Guy Tennenholtz, Shie Mannor",The Natural Language of Actions,abstract,https://arxiv.org/abs/1902.01119v2,,,
864,,,,,"Vinicius Zambaldi, David Raposo, Adam Santoro, Victor Bapst, Yujia Li, Igor Babuschkin, Karl Tuyls, David Reichert, Timothy Lillicrap, Edward Lockhart, Murray Shanahan, Victoria Langston, Razvan Pascanu, Matthew Botvinick, Oriol Vinyals, Peter Battaglia",Relational Deep Reinforcement Learning,abstract,https://arxiv.org/abs/1806.01830v2,,,
865,,,,,"Jakob Foerster, Gregory Farquhar, Triantafyllos Afouras, Nantas Nardelli, Shimon Whiteson",Counterfactual Multi-Agent Policy Gradients,abstract,https://arxiv.org/abs/1705.08926v2,,,
866,,,,,"Sainbayar Sukhbaatar, Arthur Szlam, Gabriel Synnaeve, Soumith Chintala, Rob Fergus",MazeBase: A Sandbox for Learning from Games,abstract,https://arxiv.org/abs/1511.07401v2,,,
867,,,,,"Pasha Khosravi, YooJung Choi, Yitao Liang, Antonio Vergari, Guy Van den Broeck",On Tractable Computation of Expected Predictions,abstract,https://arxiv.org/abs/1910.02182v1,,,
868,,,,,"Manish Munikar, Sushil Shakya, Aakash Shrestha",Fine-grained Sentiment Classification using BERT,abstract,https://arxiv.org/abs/1910.03474v1,,,
869,,,,,"Simone Parisotto, Luca Calatroni, Aurélie Bugeau, Nicolas Papadakis, Carola-Bibiane Schönlieb",Variational Osmosis for Non-linear Image Fusion,abstract,https://arxiv.org/abs/1910.02012v1,,,
870,,,,,"Andreas Madsen, Alexander Rosenberg Johansen",Measuring Arithmetic Extrapolation Performance,abstract,https://arxiv.org/abs/1910.01888v1,,,
871,,,,,"Hang Jiang, Haoshen Hong, Yuxing Chen, Vivek Kulkarni",DialectGram: Detecting Dialectal Variation at Multiple Geographic Resolutions,abstract,https://arxiv.org/abs/1910.01818v2,,,
872,,,,,"Jenna Kanerva, Samuel Rönnqvist, Riina Kekki, Tapio Salakoski, Filip Ginter",Template-free Data-to-Text Generation of Finnish Sports News,abstract,https://arxiv.org/abs/1910.01863v1,,,
873,,,,,"Kimia Dinashi, Ramin Toosi, Mohammad Ali Akhaee",Face Manifold: Manifold Learning for Synthetic Face Generation,abstract,https://arxiv.org/abs/1910.01403v2,,,
874,,,,,"Laura Manduchi, Matthias Hüser, Gunnar Rätsch, Vincent Fortuin",Variational PSOM: Deep Probabilistic Clustering with Self-Organizing Maps,abstract,https://arxiv.org/abs/1910.01590v1,,,
875,,,,,"Joseph Gomes, Bharath Ramsundar, Evan N. Feinberg, Vijay S. Pande",Atomic Convolutional Networks for Predicting Protein-Ligand Binding Affinity,abstract,https://arxiv.org/abs/1703.10603v1,,,
876,,,,,"Günter Klambauer, Thomas Unterthiner, Andreas Mayr, Sepp Hochreiter",Self-Normalizing Neural Networks,abstract,https://arxiv.org/abs/1706.02515v5,,,
877,,,,,"Justin Gilmer, Samuel S. Schoenholz, Patrick F. Riley, Oriol Vinyals, George E. Dahl",Neural Message Passing for Quantum Chemistry,abstract,https://arxiv.org/abs/1704.01212v2,,,
878,,,,,"Yujia Li, Daniel Tarlow, Marc Brockschmidt, Richard Zemel",Gated Graph Sequence Neural Networks,abstract,https://arxiv.org/abs/1511.05493v4,,,
879,,,,,Sebastian Ruder,An Overview of Multi-Task Learning in Deep Neural Networks,abstract,https://arxiv.org/abs/1706.05098v1,,,
880,,,,,"David Duvenaud, Dougal Maclaurin, Jorge Aguilera-Iparraguirre, Rafael Gómez-Bombarelli, Timothy Hirzel, Alán Aspuru-Guzik, Ryan P. Adams",Convolutional Networks on Graphs for Learning Molecular Fingerprints,abstract,https://arxiv.org/abs/1509.09292v2,,,
881,,,,,"Daniil Polykovskiy, Alexander Zhebrak, Benjamin Sanchez-Lengeling, Sergey Golovanov, Oktai Tatanov, Stanislav Belyaev, Rauf Kurbanov, Aleksey Artamonov, Vladimir Aladinskiy, Mark Veselov, Artur Kadurin, Simon Johansson, Hongming Chen, Sergey Nikolenko, Alan Aspuru-Guzik, Alex Zhavoronkov",Molecular Sets (MOSES): A Benchmarking Platform for Molecular Generation Models,abstract,https://arxiv.org/abs/1811.12823v3,,,
882,,,,,"Wengong Jin, Regina Barzilay, Tommi Jaakkola",Junction Tree Variational Autoencoder for Molecular Graph Generation,abstract,https://arxiv.org/abs/1802.04364v4,,,
883,,,,,Mostapha Benhenda,ChemGAN challenge for drug discovery: can AI reproduce natural chemical diversity?,abstract,https://arxiv.org/abs/1708.08227v3,,,
884,,,,,"Matthew Ragoza, Lillian Turner, David Ryan Koes",Ligand Pose Optimization with Atomic Grid-Based Convolutional Neural Networks,abstract,https://arxiv.org/abs/1710.07400v1,,,
885,,,,,"Matthew Ragoza (1), Joshua Hochuli (1), Elisa Idrobo (2), Jocelyn Sunseri (1), David Ryan Koes (1) ((1) University of Pittsburgh, (2) The College of New Jersey)",Protein-Ligand Scoring with Convolutional Neural Networks,abstract,https://arxiv.org/abs/1612.02751v1,,,
886,,,,,"Hugh A. Chipman, Edward I. George, Robert E. McCulloch",BART: Bayesian additive regression trees,abstract,https://arxiv.org/abs/0806.3286v2,,,
887,,,,,"Hakime Öztürk, Elif Ozkirimli, Arzucan Özgür",DeepDTA: Deep Drug-Target Binding Affinity Prediction,abstract,https://arxiv.org/abs/1801.10193v2,,,
888,,,,,"Junying Li, Deng Cai, Xiaofei He",Learning Graph-Level Representation for Drug Discovery,abstract,https://arxiv.org/abs/1709.03741v2,,,
889,,,,,"Marwin H.S. Segler, Thierry Kogej, Christian Tyrchan, Mark P. Waller",Generating Focussed Molecule Libraries for Drug Discovery with Recurrent Neural Networks,abstract,https://arxiv.org/abs/1701.01329v1,,,
890,,,,,"Takeru Miyato, Andrew M. Dai, Ian Goodfellow",Adversarial Training Methods for Semi-Supervised Text Classification,abstract,https://arxiv.org/abs/1605.07725v3,,,
891,,,,,"Jason P.C. Chiu, Eric Nichols",Named Entity Recognition with Bidirectional LSTM-CNNs,abstract,https://arxiv.org/abs/1511.08308v5,,,
892,,,,,"Ledell Wu, Adam Fisch, Sumit Chopra, Keith Adams, Antoine Bordes, Jason Weston",StarSpace: Embed All The Things!,abstract,https://arxiv.org/abs/1709.03856v5,,,
893,,,,,"Andrew L. Beam, Benjamin Kompa, Allen Schmaltz, Inbar Fried, Griffin Weber, Nathan P. Palmer, Xu Shi, Tianxi Cai, Isaac S. Kohane",Clinical Concept Embeddings Learned from Massive Sources of Multimodal Medical Data,abstract,https://arxiv.org/abs/1804.01486v3,,,
894,,,,,"L. T. Anh, M. Y. Arkhipov, M. S. Burtsev",Application of a Hybrid Bi-LSTM-CRF model to the task of Russian Named Entity Recognition,abstract,https://arxiv.org/abs/1709.09686v2,,,
895,,,,,Christopher E Moody,Mixing Dirichlet Topic Models and Word Embeddings to Make lda2vec,abstract,https://arxiv.org/abs/1605.02019v1,,,
896,,,,,"Edouard Grave, Armand Joulin, Quentin Berthet",Unsupervised Alignment of Embeddings with Wasserstein Procrustes,abstract,https://arxiv.org/abs/1805.11222v1,,,
897,,,,,"Alexis Conneau, Guillaume Lample, Marc'Aurelio Ranzato, Ludovic Denoyer, Hervé Jégou",Word Translation Without Parallel Data,abstract,https://arxiv.org/abs/1710.04087v3,,,
898,,,,,"Alexis Conneau, Douwe Kiela, Holger Schwenk, Loic Barrault, Antoine Bordes",Supervised Learning of Universal Sentence Representations from Natural Language Inference Data,abstract,https://arxiv.org/abs/1705.02364v5,,,
899,,,,,"Christian S. Perone, Roberto Silveira, Thomas S. Paula",Evaluation of sentence embeddings in downstream and linguistic probing tasks,abstract,https://arxiv.org/abs/1806.06259v1,,,
900,,,,,"Adrian V. Dalca, Evan Yu, Polina Golland, Bruce Fischl, Mert R. Sabuncu, Juan Eugenio Iglesias",Unsupervised Deep Learning for Bayesian Brain MRI Segmentation,abstract,https://arxiv.org/abs/1904.11319v2,,,
901,,,,,"Arnab Kumar Mondal, Jose Dolz, Christian Desrosiers",Few-shot 3D Multi-modal Medical Image Segmentation using Generative Adversarial Learning,abstract,https://arxiv.org/abs/1810.12241v1,,,
902,,,,,"Mateusz Buda, Ashirbani Saha, Maciej A Mazurowski",Association of genomic subtypes of lower-grade gliomas with shape features automatically extracted by a deep learning algorithm,abstract,https://arxiv.org/abs/1906.03720v1,,,
903,,,,,"J. Dolz, C. Desrosiers, I. Ben Ayed",3D fully convolutional networks for subcortical segmentation in MRI: A large-scale study,abstract,https://arxiv.org/abs/1612.03925v2,,,
904,,,,,"Jose Dolz, Karthik Gopinath, Jing Yuan, Herve Lombaert, Christian Desrosiers, Ismail Ben Ayed",HyperDense-Net: A hyper-densely connected CNN for multi-modal image segmentation,abstract,https://arxiv.org/abs/1804.02967v2,,,
905,,,,,"Zhiguang Wang, Tim Oates",Imaging Time-Series to Improve Classification and Imputation,abstract,https://arxiv.org/abs/1506.00327v1,,,
906,,,,,"Romain Lopez, Achille Nazaret, Maxime Langevin, Jules Samaran, Jeffrey Regier, Michael I. Jordan, Nir Yosef",A joint model of unpaired data from scRNA-seq and spatial transcriptomics for imputing missing gene expression measurements,abstract,https://arxiv.org/abs/1905.02269v1,,,
907,,,,,"Brandon Amos, Lei Xu, J. Zico Kolter",Input Convex Neural Networks,abstract,https://arxiv.org/abs/1609.07152v3,,,
908,,,,,"Eduardo Fonseca, Manoj Plakal, Daniel P. W. Ellis, Frederic Font, Xavier Favory, Xavier Serra",Learning Sound Event Classifiers from Web Audio with Noisy Labels,abstract,https://arxiv.org/abs/1901.01189v2,,,
909,,,,,"Brian McFee, Justin Salamon, Juan Pablo Bello",Adaptive pooling operators for weakly labeled sound event detection,abstract,https://arxiv.org/abs/1804.10070v2,,,
910,,,,,"Yaguang Li, Rose Yu, Cyrus Shahabi, Yan Liu",Diffusion Convolutional Recurrent Neural Network: Data-Driven Traffic Forecasting,abstract,https://arxiv.org/abs/1707.01926v3,,,
911,,,,,"Ling Zhao, Yujiao Song, Chao Zhang, Yu Liu, Pu Wang, Tao Lin, Min Deng, Haifeng Li",T-GCN: A Temporal Graph ConvolutionalNetwork for Traffic Prediction,abstract,https://arxiv.org/abs/1811.05320v3,,,
912,,,,,"Binbing Liao, Jingqing Zhang, Chao Wu, Douglas McIlwraith, Tong Chen, Shengwen Yang, Yike Guo, Fei Wu",Deep Sequence Learning with Auxiliary Information for Traffic Prediction,abstract,https://arxiv.org/abs/1806.07380v1,,,
913,,,,,"Sören Becker, Marcel Ackermann, Sebastian Lapuschkin, Klaus-Robert Müller, Wojciech Samek",Interpreting and Explaining Deep Neural Networks for Classification of Audio Signals,abstract,https://arxiv.org/abs/1807.03418v1,,,
914,,,,,"Shawn Hershey, Sourish Chaudhuri, Daniel P. W. Ellis, Jort F. Gemmeke, Aren Jansen, R. Channing Moore, Manoj Plakal, Devin Platt, Rif A. Saurous, Bryan Seybold, Malcolm Slaney, Ron J. Weiss, Kevin Wilson",CNN Architectures for Large-Scale Audio Classification,abstract,https://arxiv.org/abs/1609.09430v2,,,
915,,,,,"Jesse Engel, Kumar Krishna Agrawal, Shuo Chen, Ishaan Gulrajani, Chris Donahue, Adam Roberts",GANSynth: Adversarial Neural Audio Synthesis,abstract,https://arxiv.org/abs/1902.08710v2,,,
916,,,,,"Chris Donahue, Julian McAuley, Miller Puckette",Adversarial Audio Synthesis,abstract,https://arxiv.org/abs/1802.04208v3,,,
917,,,,,"Soroush Mehri, Kundan Kumar, Ishaan Gulrajani, Rithesh Kumar, Shubham Jain, Jose Sotelo, Aaron Courville, Yoshua Bengio",SampleRNN: An Unconditional End-to-End Neural Audio Generation Model,abstract,https://arxiv.org/abs/1612.07837v2,,,
918,,,,,"Volodymyr Kuleshov, S. Zayd Enam, Stefano Ermon",Audio Super Resolution using Neural Networks,abstract,https://arxiv.org/abs/1708.00853v1,,,
919,,,,,"Sean Vasquez, Mike Lewis",MelNet: A Generative Model for Audio in the Frequency Domain,abstract,https://arxiv.org/abs/1906.01083v1,,,
920,,,,,"Joan Serrà, Santiago Pascual, Carlos Segura",Blow: a single-scale hyperconditioned flow for non-parallel raw-audio voice conversion,abstract,https://arxiv.org/abs/1906.00794v2,,,
921,,,,,"Chae Young Lee, Anoop Toffy, Gue Jun Jung, Woo-Jin Han",Conditional WaveGAN,abstract,https://arxiv.org/abs/1809.10636v1,,,
922,,,,,"Zhengyang Wang, Shuiwang Ji",Smoothed Dilated Convolutions for Improved Dense Prediction,abstract,https://arxiv.org/abs/1808.08931v2,,,
923,,,,,"Hao-Wen Dong, Yi-Hsuan Yang",Convolutional Generative Adversarial Networks with Binary Neurons for Polyphonic Music Generation,abstract,https://arxiv.org/abs/1804.09399v3,,,
924,,,,,"Hao-Wen Dong, Wen-Yi Hsiao, Li-Chia Yang, Yi-Hsuan Yang",MuseGAN: Multi-track Sequential Generative Adversarial Networks for Symbolic Music Generation and Accompaniment,abstract,https://arxiv.org/abs/1709.06298v2,,,
925,,,,,"Chris Donahue, Huanru Henry Mao, Julian McAuley",The NES Music Database: A multi-instrumental dataset with expressive performance attributes,abstract,https://arxiv.org/abs/1806.04278v1,,,
926,,,,,"Alexandre Défossez (FAIR, PSL, SIERRA), Neil Zeghidour (PSL, FAIR, LSCP), Nicolas Usunier (FAIR), Léon Bottou (FAIR), Francis Bach (DI-ENS, PSL, SIERRA)",SING: Symbol-to-Instrument Neural Generator,abstract,https://arxiv.org/abs/1810.09785v1,,,
927,,,,,"Martin Simon, Stefan Milz, Karl Amende, Horst-Michael Gross",Complex-YOLO: Real-time 3D Object Detection on Point Clouds,abstract,https://arxiv.org/abs/1803.06199v2,,,
928,,,,,"Michael Everett, Yu Fan Chen, Jonathan P. How","Motion Planning Among Dynamic, Decision-Making Agents with Deep Reinforcement Learning",abstract,https://arxiv.org/abs/1805.01956v1,,,
929,,,,,"Jing Dong, Zhaoyang Lv",miniSAM: A Flexible Factor Graph Non-linear Least Squares Optimization Framework,abstract,https://arxiv.org/abs/1909.00903v1,,,
930,,,,,"Ahmed H. Qureshi, Michael C. Yip",Deeply Informed Neural Sampling for Robot Motion Planning,abstract,https://arxiv.org/abs/1809.10252v1,,,
931,,,,,"Eduardo Fonseca, Rong Gong, Xavier Serra",A Simple Fusion of Deep and Shallow Learning for Acoustic Scene Classification,abstract,https://arxiv.org/abs/1806.07506v2,,,
932,,,,,"Arsalan Mousavian, Alexander Toshev, Marek Fiser, Jana Kosecka, Ayzaan Wahid, James Davidson",Visual Representations for Semantic Target Driven Navigation,abstract,https://arxiv.org/abs/1805.06066v3,,,
933,,,,,"Konstantinos Bousmalis, George Trigeorgis, Nathan Silberman, Dilip Krishnan, Dumitru Erhan",Domain Separation Networks,abstract,https://arxiv.org/abs/1608.06019v1,,,
934,,,,,"Li Wan, Quan Wang, Alan Papir, Ignacio Lopez Moreno",Generalized End-to-End Loss for Speaker Verification,abstract,https://arxiv.org/abs/1710.10467v4,,,
935,,,,,"Jordi Pons, Xavier Serra",musicnn: Pre-trained convolutional neural networks for music audio tagging,abstract,https://arxiv.org/abs/1909.06654v1,,,
936,,,,,"Eduardo Fonseca, Manoj Plakal, Frederic Font, Daniel P. W. Ellis, Xavier Serra",Audio tagging with noisy labels and minimal supervision,abstract,https://arxiv.org/abs/1906.02975v3,,,
937,,,,,"Kele Xu, Boqing Zhu, Qiuqiang Kong, Haibo Mi, Bo Ding, Dezhi Wang, Huaimin Wang",General audio tagging with ensembling convolutional neural network and statistical features,abstract,https://arxiv.org/abs/1810.12832v1,,,
938,,,,,"Eduardo Fonseca, Manoj Plakal, Frederic Font, Daniel P. W. Ellis, Xavier Favory, Jordi Pons, Xavier Serra","General-purpose Tagging of Freesound Audio with AudioSet Labels: Task Description, Dataset, and Baseline",abstract,https://arxiv.org/abs/1807.09902v3,,,
939,,,,,"Yuanbo Hou, Qiuqiang Kong, Shengchen Li",Audio Tagging With Connectionist Temporal Classification Model Using Sequential Labelled Data,abstract,https://arxiv.org/abs/1808.01935v1,,,
940,,,,,"Yong Xu, Qiang Huang, Wenwu Wang, Peter Foster, Siddharth Sigtia, Philip J. B. Jackson, Mark D. Plumbley",Unsupervised Feature Learning Based on Deep Models for Environmental Audio Tagging,abstract,https://arxiv.org/abs/1607.03681v2,,,
941,,,,,"Justin Salamon, Juan Pablo Bello",Deep Convolutional Neural Networks and Data Augmentation for Environmental Sound Classification,abstract,https://arxiv.org/abs/1608.04363v2,,,
942,,,,,"Tycho Max Sylvester Tax, Jose Luis Diez Antich, Hendrik Purwins, Lars Maaløe",Utilizing Domain Knowledge in End-to-End Audio Processing,abstract,https://arxiv.org/abs/1712.00254v1,,,
943,,,,,"Fady Medhat, David Chesmore, John Robinson",Masked Conditional Neural Networks for Environmental Sound Classification,abstract,https://arxiv.org/abs/1805.10004v2,,,
944,,,,,Sainath Adapa,Urban Sound Tagging using Convolutional Neural Networks,abstract,https://arxiv.org/abs/1909.12699v1,,,
945,,,,,"Longguang Wang, Yingqian Wang, Zhengfa Liang, Zaiping Lin, Jungang Yang, Wei An, Yulan Guo",Learning Parallax Attention for Stereo Image Super-Resolution,abstract,https://arxiv.org/abs/1903.05784v3,,,
946,,,,,"Yingqian Wang, Longguang Wang, Jungang Yang, Wei An, Yulan Guo",Flickr1024: A Large-Scale Dataset for Stereo Image Super-Resolution,abstract,https://arxiv.org/abs/1903.06332v2,,,
947,,,,,"Michael Michelashvili, Lior Wolf",Audio Denoising with Deep Network Priors,abstract,https://arxiv.org/abs/1904.07612v1,,,
948,,,,,"Ruohan Gao, Rogerio Feris, Kristen Grauman",Learning to Separate Object Sounds by Watching Unlabeled Video,abstract,https://arxiv.org/abs/1804.01665v2,,,
949,,,,,"Ruohan Gao, Kristen Grauman",Co-Separating Sounds of Visual Objects,abstract,https://arxiv.org/abs/1904.07750v2,,,
950,,,,,"Filip Korzeniowski, Gerhard Widmer",Feature Learning for Chord Recognition: The Deep Chroma Extractor,abstract,https://arxiv.org/abs/1612.05065v1,,,
951,,,,,"Jonggwon Park, Kyoyun Choi, Sungwook Jeon, Dokyun Kim, Jonghun Park",A Bi-directional Transformer for Musical Chord Recognition,abstract,https://arxiv.org/abs/1907.02698v1,,,
952,,,,,"Junwei Liang, Jay D. Aronson, Alexander Hauptmann","Technical Report of the Video Event Reconstruction and Analysis (VERA) System -- Shooter Localization, Models, Interface, and Beyond",abstract,https://arxiv.org/abs/1905.13313v5,,,
953,,,,,"Zhenyu Tang, John D. Kanu, Kevin Hogan, Dinesh Manocha",Regression and Classification for Direction-of-Arrival Estimation with Convolutional Recurrent Neural Networks,abstract,https://arxiv.org/abs/1904.08452v3,,,
954,,,,,"Jordi Pons, Joan Serrà, Xavier Serra",Training neural audio classifiers with few data,abstract,https://arxiv.org/abs/1810.10274v3,,,
955,,,,,"Shayan Gharib, Konstantinos Drossos, Emre Çakir, Dmitriy Serdyuk, Tuomas Virtanen",Unsupervised adversarial domain adaptation for acoustic scene classification,abstract,https://arxiv.org/abs/1808.05777v1,,,
956,,,,,"Konstantinos Drossos, Paul Magron, Tuomas Virtanen",Unsupervised Adversarial Domain Adaptation Based On The Wasserstein Distance For Acoustic Scene Classification,abstract,https://arxiv.org/abs/1904.10678v1,,,
957,,,,,"Hongwei Song, Jiqing Han, Shiwen Deng, Zhihao Du",Acoustic Scene Classification by Implicitly Identifying Distinct Sound Events,abstract,https://arxiv.org/abs/1904.05204v2,,,
958,,,,,"Hamid Eghbal-zadeh, Matthias Dorfer, Gerhard Widmer",Deep Within-Class Covariance Analysis for Robust Audio Representation Learning,abstract,https://arxiv.org/abs/1711.04022v2,,,
959,,,,,"Jia-Ren Chang, Yong-Sheng Chen",Pyramid Stereo Matching Network,abstract,https://arxiv.org/abs/1803.08669v1,,,
960,,,,,"Zhengfa Liang, Yiliu Feng, Yulan Guo, Hengzhu Liu, Wei Chen, Linbo Qiao, Li Zhou, Jianfeng Zhang",Learning for Disparity Estimation through Feature Constancy,abstract,https://arxiv.org/abs/1712.01039v2,,,
961,,,,,"Jure Žbontar, Yann LeCun",Stereo Matching by Training a Convolutional Neural Network to Compare Image Patches,abstract,https://arxiv.org/abs/1510.05970v2,,,
962,,,,,"Xinjing Cheng, Peng Wang, Ruigang Yang",Learning Depth with Convolutional Spatial Propagation Network,abstract,https://arxiv.org/abs/1810.02695v3,,,
963,,,,,"Sameh Khamis, Sean Fanello, Christoph Rhemann, Adarsh Kowdle, Julien Valentin, Shahram Izadi",Continuous 3D Label Stereo Matching using Local Expansion Moves,abstract,https://arxiv.org/abs/1603.08328,,,
964,,,,,"Sameh Khamis, Sean Fanello, Christoph Rhemann, Adarsh Kowdle, Julien Valentin, Shahram Izadi",StereoNet: Guided Hierarchical Refinement for Real-Time Edge-Aware Depth Prediction,abstract,https://arxiv.org/abs/1807.08865v1,,,
965,,,,,"Kang Zhang, Yuqiang Fang, Dongbo Min, Lifeng Sun, Shiqiang Yang. Shuicheng Yan, Qi Tian",Cross-Scale Cost Aggregation for Stereo Matching,abstract,https://arxiv.org/abs/1403.0316v1,,,
